400,0,0,0.21575
404,0,0,0.2598
408,0,0,0.30015
412,0,0,0.34047
416,0,0,0.37625
420,0,0,0.41266
424,0,0,0.4576
428,0,0,0.50274
432,0,0,0.53924
436,0,0,0.58476
440,0,0,0.6216
444,0,0.02,0.6586
448,0,0.05,0.69576
452,0,0.08,0.72333
456,0,0.10728,0.74202
460,0,0.12544,0.7616
464,0,0.15249,0.77142
468,0,0.1796,0.77677
472,0,0.20677,0.77314
476,0,0.242919,0.764745
480,0,0.27,0.747
484,0,0.297,0.729
488,0,0.333,0.6975
492,0,0.378,0.657
496,0,0.414,0.603
500,0,0.46852,0.55862
504,0,0.54,0.495
508,0,0.61132,0.43152
512,0,0.66378,0.37674
516,0,0.716,0.3043
520,0,0.7582,0.24976
524,0,0.7992,0.20424
528,0,0.83885,0.15894
532,0,0.86044,0.12292
536,0,0.86328,0.10464
540,0,0.863,0.081985
544,0,0.84645,0.05985
548,0,0.82418,0.04205
552,0,0.7866,0.02484
556,0,0.74165,0.020375
560,0.03,0.696,0.016
564,0.0546,0.6474,0.0156
568,0.09893,0.58597,0.011415
572,0.1554,0.5328,0.0111
576,0.2288,0.46475,0.00715
580,0.29756,0.40136,0.00692
584,0.3857,0.3325,0
588,0.4416,0.2752,0
592,0.4864,0.21888,0
596,0.5046,0.1682,0
600,0.4941,0.13176,0
604,0.48433,0.09324,0
608,0.45402,0.06762,0
612,0.427295,0.0457,0
616,0.39153,0.031575,0
620,0.35972,0.02346,0
624,0.3276,0.018,0
628,0.29637,0.01332,0
632,0.26752,0.01064,0
636,0.24186,0,0
640,0.21586,0,0
644,0.1955,0,0
648,0.1722,0,0
652,0.15355,0,0
656,0.13529,0,0
660,0.12054,0,0
664,0.1064,0,0
668,0.0948,0,0
672,0.0819,0,0
676,0.07084,0,0
680,0.06156,0,0
684,0.05587,0,0
688,0.04725,0,0
692,0.04218,0,0
696,0.0365,0,0
700,0.03096,0,0
