"Latest: Wavelength (nm)","Latest: Intensity (rel)"
528.4,0.0473516695913
529.2,0.0480400210235
530,0.0481943066894
530.8,0.0496201775133
531.7,0.0500228461467
532.5,0.0503992353535
533.3,0.0497998948823
534.1,0.0500508210202
534.9,0.0507824063478
535.7,0.0514639759925
536.5,0.0516462365318
537.3,0.0514097216924
538.2,0.0525227825674
539,0.0533247289404
539.8,0.0545420597984
540.6,0.055066800607
541.4,0.055944194366
542.2,0.0568351517001
543,0.0578914151047
543.8,0.059084161983
544.7,0.0612984156049
545.5,0.0629930147589
546.3,0.0646910048066
547.1,0.0661363732696
547.9,0.0679174402143
548.7,0.0704801081695
549.5,0.0728859472886
550.4,0.0752646592576
551.2,0.0781138577351
552,0.0808164000576
552.8,0.0841589735765
553.6,0.0872506209574
554.4,0.0917359256716
555.2,0.0956846214491
556,0.100446284004
556.9,0.10465099226
557.7,0.110663046888
558.5,0.116133406238
559.3,0.122778710274
560.1,0.128171926791
560.9,0.135637827115
561.7,0.142793460661
562.5,0.15063744564
563.4,0.157281901952
564.2,0.16322020464
565,0.171479574104
565.8,0.179315929571
566.6,0.18807206497
567.4,0.194646160237
568.2,0.202758873545
569,0.210178149081
569.9,0.217179496961
570.7,0.223077956647
571.5,0.229075599976
572.3,0.235632740775
573.1,0.242097479718
573.9,0.248779235862
574.7,0.254866737875
575.5,0.259694522859
576.4,0.264867331282
577.2,0.268591380348
578,0.273123309851
578.8,0.276303968193
579.6,0.279181989268
580.4,0.281934547273
581.2,0.284039444572
582.1,0.287003933437
582.9,0.289993006282
583.7,0.293772157371
584.5,0.297339377601
585.3,0.300426786365
586.1,0.302068826666
586.9,0.304335639141
587.7,0.306463424972
588.5,0.307840127837
589.2,0.309503361223
590,0.310158651442
590.7,0.311748132889
591.5,0.31044433424
592.2,0.310603706247
593,0.311709985334
593.7,0.313558022431
594.5,0.316019811297
595.2,0.317269355645
596,0.319494629672
596.7,0.31958279291
597.5,0.320317769131
598.2,0.321092588354
599,0.322831269127
599.7,0.32433089189
600.5,0.326861346354
601.2,0.329079838593
602,0.331702694913
602.7,0.332419021219
603.4,0.334541720709
604.2,0.339004984614
604.9,0.345969032663
605.7,0.350928214779
606.4,0.35445135339
607.2,0.358603502793
607.9,0.364756279511
608.7,0.371519417105
609.4,0.377628959928
610.2,0.381653950815
610.9,0.386628391953
611.7,0.391032315217
612.4,0.398228639489
613.2,0.403991463425
613.9,0.410293439468
614.7,0.415246687521
615.4,0.420548349906
616.2,0.42682574197
616.9,0.431296635386
617.7,0.434262819698
618.4,0.437467214296
619.1,0.442441655434
619.9,0.450406017141
620.6,0.456473173792
621.4,0.463004882887
622.1,0.467958978663
622.9,0.472779981859
623.6,0.478330027212
624.4,0.482646634962
625.1,0.487533760586
625.9,0.492052126514
626.6,0.49756826293
627.4,0.503626094623
628.1,0.511850707425
628.9,0.519009731865
629.6,0.525857641803
630.4,0.532734374338
631.1,0.543082534354
631.9,0.553362028772
632.6,0.559125700431
633.4,0.561901994693
634.1,0.56429003162
634.8,0.570350406483
635.6,0.576831252172
636.3,0.582160889431
637.1,0.584031815061
637.8,0.584733730068
638.6,0.588923179302
639.3,0.593310148097
640.1,0.598015860906
640.8,0.601011715538
641.6,0.601603426498
642.3,0.600108890076
643.1,0.600208073718
643.8,0.599592626502
644.6,0.600515797326
645.3,0.597879377432
646.1,0.595102235447
646.8,0.592008892619
647.6,0.592116553496
648.3,0.593700100879
649.1,0.594068012851
649.8,0.592567542365
650.5,0.589898061256
651.3,0.589044403754
652,0.589650526012
652.8,0.59113149886
653.5,0.589770055017
654.3,0.588406068004
655,0.58692594288
655.8,0.587173478124
656.5,0.587186193976
657.3,0.589538626518
658,0.591382424998
658.8,0.591134889754
659.5,0.591127260243
660.3,0.591854606953
661,0.591197621288
661.8,0.590867009147
662.5,0.591632503412
663.3,0.591789332248
664,0.592882047761
664.8,0.594286725499
665.5,0.597979408798
666.2,0.599490051965
667,0.602179030713
667.8,0.600399659215
668.5,0.600010554157
669.2,0.601047319922
670,0.604326314183
670.7,0.604844273204
671.5,0.606624492426
672.2,0.609435543348
672.9,0.613756389715
673.7,0.616707315006
674.4,0.623349228148
675.2,0.630864296432
675.9,0.636293117333
676.7,0.643338546832
677.4,0.65037126048
678.1,0.65814912303
678.9,0.663694929766
679.6,0.671625382535
680.4,0.676465035647
681.1,0.683096776108
681.9,0.691251875588
682.6,0.704669642176
683.3,0.718373091563
684.1,0.730246306045
684.8,0.740558013954
685.6,0.750932453396
686.3,0.760859294864
687.1,0.770585225876
687.8,0.780222993651
688.5,0.790397370362
689.3,0.79794295669
690,0.802987758874
690.8,0.809168510465
691.5,0.815612904046
692.3,0.822328569128
693,0.824848850911
693.7,0.823921441469
694.5,0.823326339615
695.2,0.824503827471
696,0.827041911447
696.7,0.828699210769
697.5,0.82422492646
698.2,0.819347125794
698.9,0.812362732382
699.7,0.808080881293
700.4,0.803664242178
701.2,0.799886786535
701.9,0.796132219425
702.7,0.794413884014
703.4,0.788590023991
704.1,0.784826131923
704.9,0.77774764121
705.6,0.770731034307
706.4,0.762848054051
707.1,0.755723786272
707.9,0.750330569755
708.7,0.74272649051
709.5,0.735099522732
710.2,0.723814628316
711,0.708440316031
711.8,0.688283148106
712.6,0.668474394514
713.3,0.649950789654
714.1,0.634873180574
714.9,0.620632274527
715.6,0.608820943855
716.4,0.59534214118
717.2,0.579613480498
718,0.559239295372
718.7,0.539405110077
719.5,0.520168569806
720.3,0.502219721438
721.1,0.485493290269
721.8,0.468221772929
722.6,0.451107084425
723.4,0.431968032349
724.2,0.414330298483
724.9,0.396076269678
725.7,0.379665191628
726.5,0.364186609361
727.3,0.352026864356
728,0.340573272975
728.8,0.330324296601
729.6,0.321046811288
730.4,0.314981350084
731.1,0.309954350093
731.9,0.305967506761
732.7,0.301420318235
733.4,0.299918152302
734.2,0.299391716047
735,0.300363207107
735.8,0.301260946229
736.5,0.304669642176
737.3,0.3063667845
738.1,0.307065308614
738.9,0.306281164433
739.6,0.308114790231
740.4,0.310606249417
741.2,0.316530140807
742,0.323617956478
742.7,0.331648440613
743.5,0.338129286302
744.3,0.345395971618
745.1,0.355679704653
745.8,0.368146325543
746.6,0.381419979146
747.4,0.395626976255
748.1,0.4095567678
748.9,0.421405398303
749.7,0.429986902673
750.5,0.439221154091
751.2,0.448394369421
752,0.458361901613
752.8,0.46715703229
753.6,0.474810279494
754.3,0.479164187076
755.1,0.486350338666
755.9,0.493986631401
756.7,0.503823614184
757.4,0.515222103541
758.2,0.527246212796
759,0.537826649034
759.8,0.541203979214
760.5,0.547539864195
761.3,0.553609564016
762.1,0.560992387444
762.9,0.56823448878
763.6,0.572543467019
764.4,0.581140230411
765.2,0.58459131253
765.9,0.59263536024
766.7,0.596166128362
767.5,0.605034163255
768.3,0.614125149411
769,0.621308757831
769.8,0.629141722404
770.6,0.635542034367
771.4,0.641767715301
772.1,0.64433377415
772.9,0.648171418157
773.7,0.653546832481
774.5,0.658587396048
775.2,0.661842654053
776,0.66291926282
776.8,0.663446546799
777.6,0.663447394522
778.3,0.662696311555
779.1,0.662158854895
779.9,0.662407237863
780.6,0.663590659783
781.4,0.659209625052
782.2,0.651724227088
783,0.645976662174
783.7,0.640415596416
784.5,0.63363974297
785.3,0.625961911786
786.1,0.622036952265
786.8,0.618021286336
787.6,0.608336046048
788.4,0.599834227682
789.2,0.594374041013
789.9,0.589331781999
790.7,0.579046353518
791.5,0.566867958597
792.3,0.558973110213
793,0.555536439392
793.8,0.551760679196
794.6,0.547202470266
795.4,0.540337605859
796.1,0.536592363707
796.9,0.531739994744
797.7,0.527275035392
798.4,0.521055288523
799.2,0.516044395276
800,0.510731712486
800.8,0.504770521265
801.5,0.501427947746
802.3,0.500818434594
803.1,0.499802861914
803.9,0.498011622288
804.6,0.494067165128
805.4,0.492322550291
806.2,0.489712409823
807,0.486554640014
807.7,0.480872349805
808.5,0.475570687419
809.3,0.474789086408
810.1,0.475736841213
810.8,0.474760263812
811.6,0.472142493833
812.4,0.471504158083
813.1,0.471926324356
813.9,0.471048082873
814.7,0.468008146622
815.5,0.464757127235
816.2,0.460776217967
817,0.456988589643
817.8,0.454399642261
818.6,0.450227995219
819.3,0.448767367734
820.1,0.446677729458
820.9,0.445155218162
821.7,0.439984952909
822.4,0.433858455617
823.2,0.428545772827
824,0.423155947204
824.8,0.41558916779
825.5,0.408146155998
826.3,0.403628637793
827.1,0.398291371023
827.8,0.39276845282
828.6,0.385071123997
829.4,0.379827106805
830.2,0.374502555886
830.9,0.369498444427
831.7,0.363161711723
832.6,0.356608809542
833.4,0.347536473301
834.3,0.340437637225
835.1,0.332248628807
836,0.323451802684
836.8,0.314542229343
837.7,0.304873943525
838.5,0.299057713012
839.4,0.290151530565
840.2,0.283635080491
841.1,0.275132414401
841.9,0.269601866687
842.8,0.262043564508
843.6,0.254154650187
844.5,0.245099268415
845.3,0.235632740775
846.2,0.226794376203
847,0.217920407246
847.9,0.209580504056
848.7,0.201481354323
849.6,0.193912879462
850.4,0.187126005612
851.3,0.180079728389
852.1,0.17249175589
853,0.164524003289
853.8,0.15659100735
854.7,0.150038952892
855.5,0.142695972466
856.4,0.135183447352
857.2,0.127559870468
858.1,0.12175466036
858.9,0.115326373524
859.8,0.108882827666
860.6,0.102611369667
861.5,0.0967069759162
862.3,0.0917783118435
863.2,0.0867182506379
864,0.0825796648102
864.9,0.0770720056289
865.7,0.0725655078287
866.6,0.0682514432492
867.4,0.0637898747912
868.3,0.0605278349991
869.1,0.0574277103838
870,0.0554321694091
870.8,0.0522201452998
871.7,0.0497592041572
872.5,0.0474830667243
873.4,0.0456977611624
874.2,0.0431062706103
875.1,0.0411225977637
875.9,0.0388091604995
876.8,0.0373502284615
877.6,0.035946398447
878.5,0.0350342480269
879.3,0.0343772623619
880.2,0.0330310775413
881,0.0319400574756
881.9,0.0302581741733
882.7,0.0294375778846
883.6,0.0281888812594
884.4,0.0278591168417
885.3,0.0275980180226
886.1,0.0272911421378
887,0.0270453023406
887.8,0.0263654281427
888.7,0.0260449886829
889.5,0.0259280028484
890.4,0.0258644235904
891.2,0.0254863389368
892.1,0.0246962606919
892.9,0.0247344082467
893.8,0.0247920534405
894.6,0.024474157151
895.5,0.024163042649
896.3,0.0234585844714
897.2,0.0232797148258
898,0.0227965124658
898.9,0.0229948797504
899.7,0.0230364181989
