"Latest: Wavelength (nm)","Latest: Intensity (rel)"
812.4,0.0241280740571
813.1,0.0240975560133
813.9,0.0236279172283
814.7,0.0231362376338
815.5,0.0227725642786
816.2,0.0225131609064
817,0.0216705238083
817.8,0.0214891109924
818.6,0.0219070386477
819.3,0.0223546366233
820.1,0.0220570856964
820.9,0.0214687656299
821.7,0.0214484202674
822.4,0.0216561125099
823.2,0.0218816069446
824,0.0214450293736
824.8,0.0208456889025
825.5,0.0199182794605
826.3,0.0198436797979
827.1,0.0203302730517
827.8,0.0202412620907
828.6,0.0199818587184
829.4,0.0193460661394
830.2,0.0196682010461
830.9,0.0195808855319
831.7,0.0191188762578
832.6,0.0185737900867
833.4,0.0185085153819
834.3,0.0187594415198
835.1,0.0192918118393
836,0.019233318922
836.8,0.0192358620924
837.7,0.0186178717055
838.5,0.0186043081305
839.4,0.0189272907607
840.2,0.0189289862075
841.1,0.0187009486025
841.9,0.0184110271865
842.8,0.0189595042513
843.6,0.0192807914346
844.5,0.0195283266787
845.3,0.0190832718734
846.2,0.018873884184
847,0.0186305875571
847.9,0.0185559878945
848.7,0.0184144180802
849.6,0.018342361588
850.4,0.018348295652
851.3,0.0183262548426
852.1,0.0183550774395
853,0.0187874163933
853.8,0.0190730991921
854.7,0.0192579029018
855.5,0.0193214821597
856.4,0.0190146062748
857.2,0.0188306502886
858.1,0.0190103676577
858.9,0.0191680442173
859.8,0.0186076990243
860.6,0.0178286411841
861.5,0.0173768045913
862.3,0.0171224875597
863.2,0.0169436179141
864,0.0168308706967
864.9,0.0173064435459
865.7,0.017436145232
866.6,0.0179600383171
867.4,0.0179337588905
868.3,0.0176997872214
869.1,0.0169164907641
870,0.0173293320787
870.8,0.0176192534947
871.7,0.0182007917737
872.5,0.0174276679976
873.4,0.0172767732255
874.2,0.0175531310665
875.1,0.0180210744047
875.9,0.0180422674907
876.8,0.0172598187567
877.6,0.0171640260082
878.5,0.0167766163967
879.3,0.0172454074583
880.2,0.0166180921136
881,0.0166375897527
881.9,0.0164019226368
882.7,0.0174132566991
883.6,0.017519222129
884.4,0.0173259411849
885.3,0.0165468833448
886.1,0.0167910276951
887,0.0173708705272
887.8,0.0173301798021
888.7,0.0176463806448
889.5,0.0171097717081
890.4,0.0172420165645
891.2,0.016771530056
892.1,0.016980070022
892.9,0.0172860981833
893.8,0.0171004467503
894.6,0.0169698973407
895.5,0.0165545128557
896.3,0.0165273857057
897.2,0.0165189084713
898,0.0168351093139
898.9,0.016419724829
899.7,0.0167503369701
